group kingdom phylum class order family genus species
ASV04207 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04208 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV04209 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04210 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Gymnopilus Gymnopilus_penetrans
ASV04211 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04212 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Pholiota Pholiota_abieticola
ASV04213 Fungi Ascomycota Dothideomycetes Pleosporales Torulaceae Torula Torula_masonii
ASV04214 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04215 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora unclassified
ASV04216 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified_Lasiosphaeriaceae Lasiosphaeriaceae_sp
ASV04217 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04218 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04219 Fungi Ascomycota Sordariomycetes Microascales unclassified unclassified unclassified
ASV04220 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leptodontidium unclassified
ASV04221 Fungi Ascomycota Sordariomycetes Branch06 unclassified_Branch06 unclassified_Branch06 Branch06_sp
ASV04222 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_radians
ASV04223 Fungi Basidiomycota Agaricomycetes Agaricales unclassified unclassified unclassified
ASV04224 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Hymenoscyphus Hymenoscyphus_dehlii
ASV04225 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04226 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04227 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04228 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04229 Fungi Basidiomycota Agaricomycetes Agaricales Hymenogastraceae Hebeloma unclassified
ASV04230 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04231 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04232 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04233 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04234 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04235 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04236 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04237 Fungi Ascomycota Eurotiomycetes Onygenales Onygenaceae Aphanoascus Aphanoascus_canadensis
ASV04238 Fungi Basidiomycota Agaricomycetes Amylocorticiales Amylocorticiaceae Amylocorticiellum Amylocorticiellum_molle
ASV04239 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04240 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV04241 Fungi Ascomycota Sordariomycetes Diaporthales Gnomoniaceae unclassified_Gnomoniaceae Gnomoniaceae_sp
ASV04242 Fungi Ascomycota Sordariomycetes Glomerellales Plectosphaerellaceae Lectera Lectera_longa
ASV04243 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04244 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae Trechispora Trechispora_cohaerens
ASV04245 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04246 Fungi Ascomycota Sordariomycetes Microascales Microascaceae Cephalotrichum Cephalotrichum_stemonitis
ASV04247 Fungi Ascomycota Eurotiomycetes unclassified unclassified unclassified unclassified
ASV04248 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04249 Fungi Ascomycota Sordariomycetes Hypocreales Cordycipitaceae Simplicillium Simplicillium_lanosoniveum
ASV04250 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04251 Fungi Basidiomycota Agaricomycetes Agaricales Agaricaceae Agaricus unclassified
ASV04252 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04253 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04254 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04255 Fungi Basidiomycota Agaricomycetes Agaricales Physalacriaceae Cryptomarasmius Cryptomarasmius_exustoides
ASV04256 Fungi Ascomycota Dothideomycetes Pleosporales unclassified unclassified unclassified
ASV04257 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04258 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Tolypocladium unclassified
ASV04259 Fungi Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae Mycosphaerella Mycosphaerella_punctiformis
ASV04260 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV04261 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04262 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV04263 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04264 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04265 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04266 Fungi Aphelidiomycota Aphelidiomycetes GS16 unclassified_GS16 unclassified_GS16 GS16_sp
ASV04267 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04268 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV04269 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04270 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04271 Fungi Basidiomycota Tremellomycetes Tremellales Bulleribasidiaceae Vishniacozyma unclassified
ASV04272 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04273 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04274 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04275 Fungi Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae unclassified unclassified
ASV04276 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04277 Fungi Chytridiomycota unclassified unclassified unclassified unclassified unclassified
ASV04278 Fungi Basidiomycota Microbotryomycetes Sporidiobolales unclassified_Sporidiobolales unclassified_Sporidiobolales Sporidiobolales_sp
ASV04279 Fungi Ascomycota Orbiliomycetes Orbiliales Orbiliaceae Orbilia Orbilia_vinosa
ASV04280 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04281 Fungi Ascomycota Orbiliomycetes unclassified_Orbiliomycetes unclassified_Orbiliomycetes unclassified_Orbiliomycetes Orbiliomycetes_sp
ASV04282 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala Exophiala_sp
ASV04283 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04284 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04285 Fungi Basidiomycota Agaricomycetes Corticiales Corticiaceae unclassified_Corticiaceae Corticiaceae_sp
ASV04286 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Stropharia Stropharia_coronilla
ASV04287 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04288 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Heterocephalacria Heterocephalacria_sp
ASV04289 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04290 Fungi Basidiomycota Agaricomycetes Polyporales Fomitopsidaceae Antrodia Antrodia_xantha
ASV04291 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae unclassified_Pseudeurotiaceae Pseudeurotiaceae_sp
ASV04292 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae unclassified unclassified
ASV04293 Fungi Chytridiomycota Rhizophlyctidomycetes Rhizophlyctidales Rhizophlyctidaceae Rhizophlyctis unclassified
ASV04294 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces Sporobolomyces_salicinus
ASV04295 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04296 Fungi Basidiomycota Agaricomycetes Agaricales Hymenogastraceae Hebeloma unclassified
ASV04297 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04298 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04299 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04300 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04301 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04302 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_lapidosum
ASV04303 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04304 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04305 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04306 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04307 Fungi Basidiomycota Agaricomycetes Agaricales Amanitaceae Amanita Amanita_muscaria
ASV04308 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium unclassified
ASV04309 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04310 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04311 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV04312 Fungi Basidiomycota Agaricomycetes Polyporales Polyporaceae Earliella Earliella_scabrosa
ASV04313 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Septoriella Septoriella_hirta
ASV04314 Fungi Basidiomycota Pucciniomycetes Platygloeales Eocronartiaceae Eocronartium Eocronartium_sp
ASV04315 Fungi Ascomycota Dothideomycetes Pleosporales unclassified unclassified unclassified
ASV04316 Fungi Basidiomycota Cystobasidiomycetes Erythrobasidiales Erythrobasidiaceae Erythrobasidium Erythrobasidium_elongatum
ASV04317 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04318 Fungi Ascomycota Dothideomycetes Pleosporales unclassified unclassified unclassified
ASV04319 Fungi Basidiomycota Microbotryomycetes Leucosporidiales unclassified_Leucosporidiales unclassified_Leucosporidiales Leucosporidiales_sp
ASV04320 Fungi Basidiomycota Agaricomycetes Boletales Suillaceae Suillus Suillus_collinitus
ASV04321 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04322 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_sp
ASV04323 Fungi Basidiomycota Agaricomycetes Russulales Peniophoraceae Peniophora unclassified
ASV04324 Fungi Basidiomycota Agaricomycetes Agaricales Bolbitiaceae Panaeolus unclassified
ASV04325 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04326 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04327 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04328 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04329 Fungi Basidiomycota Agaricomycetes Agaricales Hymenogastraceae Hebeloma unclassified
ASV04330 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04331 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04332 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04333 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_lemhiflumine
ASV04334 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04335 Fungi Mucoromycota Mucoromycetes Mucorales Mucoraceae Mucor Mucor_hiemalis
ASV04336 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04337 Fungi Ascomycota Sordariomycetes Hypocreales Cordycipitaceae Simplicillium Simplicillium_subtropicum
ASV04338 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces unclassified
ASV04339 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04340 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04341 Fungi Basidiomycota Agaricomycetes Polyporales Meripilaceae Meripilus Meripilus_giganteus
ASV04342 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04343 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04344 Fungi Basidiomycota Pucciniomycetes Septobasidiales Septobasidiaceae Septobasidium unclassified
ASV04345 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Rhizophagus unclassified
ASV04346 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04347 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04348 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04349 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Melanoleuca unclassified
ASV04350 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04351 Fungi Basidiomycota Agaricomycetes Agaricales Pluteaceae Pluteus Pluteus_cervinus
ASV04352 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04353 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04354 Fungi Ascomycota Dothideomycetes Capnodiales Neodevriesiaceae Neodevriesia unclassified
ASV04355 Fungi Ascomycota Sordariomycetes Xylariales Amphisphaeriaceae unclassified_Amphisphaeriaceae Amphisphaeriaceae_sp
ASV04356 Fungi Ascomycota Sordariomycetes Xylariales Apiosporaceae Arthrinium Arthrinium_kogelbergense
ASV04357 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Gyoerffyella Gyoerffyella_sp
ASV04358 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV04359 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04360 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV04361 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Nectria Nectria_cinnabarina
ASV04362 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae Chaetomium Chaetomium_angustispirale
ASV04363 Fungi Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota Chytridiomycota_sp
ASV04364 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04365 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04366 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04367 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04368 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04369 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04370 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04371 Fungi Basidiomycota Microbotryomycetes Leucosporidiales Leucosporidiaceae Leucosporidium unclassified
ASV04372 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04373 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Neosetophoma Neosetophoma_samararum
ASV04374 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04375 Fungi Ascomycota Sordariomycetes Hypocreales unclassified unclassified unclassified
ASV04376 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04377 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_radians
ASV04378 Fungi Basidiomycota Agaricomycetes Agaricales Lycoperdaceae Lycoperdon Lycoperdon_subumbrinum
ASV04379 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae unclassified unclassified
ASV04380 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04381 Fungi Ascomycota Eurotiomycetes Onygenales Onygenales_fam_Incertae_sedis Chrysosporium Chrysosporium_submersum
ASV04382 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae unclassified_Phaeosphaeriaceae Phaeosphaeriaceae_sp
ASV04383 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala Exophiala_moniliae
ASV04384 Fungi Ascomycota Sordariomycetes Xylariales Xylariales_fam_Incertae_sedis Phialemoniopsis unclassified
ASV04385 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04386 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_radians
ASV04387 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04388 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04389 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04390 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04391 Fungi Basidiomycota Tremellomycetes Tremellales Tremellaceae Tremella Tremella_moriformis
ASV04392 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Clitopilus Clitopilus_cystidiatus
ASV04393 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04394 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala Exophiala_equina
ASV04395 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04396 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Funneliformis unclassified
ASV04397 Fungi Ascomycota Sordariomycetes Diaporthales Valsaceae unclassified unclassified
ASV04398 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04399 unknown unclassified unclassified unclassified unclassified unclassified unclassified
ASV04400 Fungi Basidiomycota Agaricomycetes Agaricales Crepidotaceae Crepidotus Crepidotus_cesatii
ASV04401 Fungi Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota unclassified_Chytridiomycota Chytridiomycota_sp
ASV04402 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04403 Fungi Ascomycota Sordariomycetes Diaporthales Schizoparmaceae unclassified_Schizoparmaceae Schizoparmaceae_sp
ASV04404 Fungi Basidiomycota Agaricomycetes Hymenochaetales Schizoporaceae Xylodon Xylodon_sambuci
ASV04405 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04406 Fungi Ascomycota Sordariomycetes Magnaporthales Magnaporthaceae Magnaporthiopsis Magnaporthiopsis_sp
ASV04407 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04408 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04409 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Panellus Panellus_serotinus
ASV04410 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04411 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04412 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04413 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04414 Fungi Ascomycota Sordariomycetes Microascales Microascaceae Scedosporium Scedosporium_prolificans
ASV04415 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04416 Fungi Basidiomycota Agaricomycetes Boletales Paxillaceae Paxillus Paxillus_olivellus
ASV04417 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Heterocephalacria Heterocephalacria_sp
ASV04418 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV04419 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV04420 Fungi Basidiomycota Agaricomycetes Agaricales Marasmiaceae Marasmius Marasmius_oreades
ASV04421 Fungi Ascomycota Sordariomycetes Diaporthales Gnomoniaceae unclassified_Gnomoniaceae Gnomoniaceae_sp
ASV04422 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_micaceus
ASV04423 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Gymnopilus Gymnopilus_penetrans
ASV04424 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified_Lasiosphaeriaceae Lasiosphaeriaceae_sp
ASV04425 Fungi Ascomycota Arthoniomycetes unclassified_Arthoniomycetes unclassified_Arthoniomycetes unclassified_Arthoniomycetes Arthoniomycetes_sp
ASV04426 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Hymenoscyphus Hymenoscyphus_caudatus
ASV04427 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Cadophora Cadophora_luteo-olivacea
ASV04428 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04429 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04430 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04431 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04432 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04433 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Cadophora Cadophora_luteo-olivacea
ASV04434 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04435 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV04436 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae Sporormiella Sporormiella_megalospora
ASV04437 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae unclassified unclassified
ASV04438 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04439 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV04440 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04441 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe Hygrocybe_quieta
ASV04442 Fungi Basidiomycota Cystobasidiomycetes Erythrobasidiales Erythrobasidiaceae Erythrobasidium Erythrobasidium_sp
ASV04443 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04444 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04445 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04446 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta unclassified
ASV04447 Fungi Basidiomycota Agaricomycetes Polyporales Meruliaceae Scopuloides Scopuloides_hydnoides
ASV04448 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04449 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04450 Fungi Ascomycota Sordariomycetes Diaporthales Gnomoniaceae unclassified_Gnomoniaceae Gnomoniaceae_sp
ASV04451 Fungi Ascomycota Taphrinomycetes Taphrinales Protomycetaceae Protomyces Protomyces_inouyei
ASV04452 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV04453 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinopsis Coprinopsis_strossmayeri
ASV04454 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04455 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04456 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04457 Fungi Ascomycota Sordariomycetes Hypocreales unclassified unclassified unclassified
ASV04458 Fungi Ascomycota Eurotiomycetes Verrucariales Verrucariaceae Psoroglaena Psoroglaena_sp
ASV04459 Fungi Mucoromycota Mucoromycetes Mucorales Mucoraceae Mucor Mucor_racemosus
ASV04460 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Apodus Apodus_deciduus
ASV04461 Fungi Basidiomycota Agaricomycetes Auriculariales Exidiaceae Exidiopsis Exidiopsis_sp
ASV04462 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04463 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala Exophiala_castellanii
ASV04464 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04465 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04466 Fungi Ascomycota Orbiliomycetes unclassified_Orbiliomycetes unclassified_Orbiliomycetes unclassified_Orbiliomycetes Orbiliomycetes_sp
ASV04467 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Galerina Galerina_laevis
ASV04468 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04469 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV04470 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae unclassified_Pyronemataceae Pyronemataceae_sp
ASV04471 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04472 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04473 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Filobasidium Filobasidium_floriforme
ASV04474 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04475 Fungi Basidiomycota Agaricomycetes Agaricales unclassified unclassified unclassified
ASV04476 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinopsis Coprinopsis_atramentaria
ASV04477 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04478 Fungi Basidiomycota Agaricomycetes Cantharellales Cantharellales_fam_Incertae_sedis Sistotrema Sistotrema_sp
ASV04479 Fungi Ascomycota Dothideomycetes Tubeufiales Tubeufiaceae unclassified unclassified
ASV04480 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV04481 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04482 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04483 Fungi Basidiomycota Agaricomycetes Agaricales Lycoperdaceae Lycoperdon Lycoperdon_pratense
ASV04484 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04485 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV04486 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV04487 Fungi Ascomycota Dothideomycetes Pleosporales Didymosphaeriaceae Paraphaeosphaeria unclassified
ASV04488 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04489 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV04490 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Rhodotorula Rhodotorula_babjevae
ASV04491 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04492 Fungi Ascomycota Sordariomycetes Sordariales Sordariales_fam_Incertae_sedis Conlarium Conlarium_dupliciascosporum
ASV04493 Fungi Ascomycota Dothideomycetes Dothideales Dothioraceae unclassified unclassified
ASV04494 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04495 Fungi Ascomycota Sordariomycetes Microascales Halosphaeriaceae unclassified_Halosphaeriaceae Halosphaeriaceae_sp
ASV04496 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04497 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Phaeosphaeria Phaeosphaeria_sp
ASV04498 Fungi Ascomycota Dothideomycetes Capnodiales Teratosphaeriaceae unclassified unclassified
ASV04499 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04500 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV04501 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_roseopurpureum
ASV04502 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV04503 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
