"";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"FU02458";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"unclassified_Rutstroemiaceae";"unclassified_Rutstroemiaceae"
"FU02459";"Fungi";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Umbelopsidaceae";"Umbelopsis";"Umbelopsis_sp"
"FU02460";"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Auriculariaceae";"Auricularia";"Auricularia_sp"
"FU02461";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"unclassified"
"FU02462";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Tricholoma";"Tricholoma_argyraceum"
"FU02463";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU02464";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metacordyceps";"Metacordyceps_chlamydosporia"
"FU02465";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Emericellopsis";"Emericellopsis_glabra"
"FU02466";"Fungi";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Apiotrichum";"unclassified"
"FU02467";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU02468";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"Fusarium_penzigii"
"FU02469";"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Oxyporus";"Oxyporus_populinus"
"FU02470";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_castellanii"
"FU02471";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"unclassified_Orbiliales";"unclassified_Orbiliales";"unclassified_Orbiliales"
"FU02472";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02473";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Tetracladium";"Tetracladium_marchalianum"
"FU02474";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Plectosphaerella";"Plectosphaerella_cucumerina"
"FU02475";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02476";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae"
"FU02477";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"Alternaria_breviramosa"
"FU02478";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU02479";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Lepista";"Lepista_sordida"
"FU02480";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU02481";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"Peniophora_sp"
"FU02482";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Leptosphaeria";"Leptosphaeria_sp"
"FU02483";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Ophiocordyceps";"Ophiocordyceps_agriotis"
"FU02484";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Capnodiaceae";"unclassified_Capnodiaceae";"unclassified_Capnodiaceae"
"FU02485";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Nodulisporium";"Nodulisporium_sp"
"FU02486";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02487";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus_intermedius"
"FU02488";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02489";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02490";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02491";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02492";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Cladorrhinum";"Cladorrhinum_foecundissimum"
"FU02493";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Trimorphomycetaceae";"Saitozyma";"Saitozyma_podzolica"
"FU02494";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"unclassified"
"FU02495";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU02496";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber";"Tuber_borchii"
"FU02497";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"unclassified_Ceratobasidiaceae";"unclassified_Ceratobasidiaceae"
"FU02498";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Gibberella";"unclassified"
"FU02499";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Cladosporiaceae";"Cladosporium";"unclassified"
"FU02500";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU02501";"Fungi";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";"Sporobolomyces_salicinus"
"FU02502";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Extremaceae";"Vermiconia";"Vermiconia_sp"
"FU02503";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02504";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02505";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"unclassified_Glomeraceae";"unclassified_Glomeraceae"
"FU02506";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02507";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02508";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"unclassified"
"FU02509";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"unclassified_Tremellales";"unclassified_Tremellales";"unclassified_Tremellales"
"FU02510";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02511";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02512";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Fenestellaceae";"Fenestella";"Fenestella_sp"
"FU02513";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma_fimeti"
"FU02514";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"unclassified_Diaporthales";"unclassified_Diaporthales";"unclassified_Diaporthales"
"FU02515";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02516";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Lecanicillium";"Lecanicillium_sp"
"FU02517";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Tetracladium";"Tetracladium_marchalianum"
"FU02518";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02519";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02520";"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Pseudeurotiaceae";"unclassified_Pseudeurotiaceae";"unclassified_Pseudeurotiaceae"
"FU02521";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"unclassified_Nectriaceae";"unclassified_Nectriaceae"
"FU02522";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02523";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU02524";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Lactarius";"unclassified"
"FU02525";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Phaeosphaeria";"Phaeosphaeria_sp"
"FU02526";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02527";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Microcera";"unclassified"
"FU02528";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02529";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02530";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02531";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02532";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU02533";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02534";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Neofabraea";"Neofabraea_sp"
"FU02535";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Capnodiales_fam_Incertae_sedis";"Arthrocatena";"Arthrocatena_tenebrio"
"FU02536";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Lachnum";"Lachnum_virgineum"
"FU02537";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"unclassified_Didymellaceae";"unclassified_Didymellaceae"
"FU02538";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber";"Tuber_oligospermum"
"FU02539";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_fam_Incertae_sedis";"Cadophora";"Cadophora_orchidicola"
"FU02540";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellales_fam_Incertae_sedis";"Sistotrema";"Sistotrema_sernanderi"
"FU02541";"Fungi";"Ascomycota";"Archaeorhizomycetes";"Archaeorhizomycetales";"Archaeorhizomycetaceae";"Archaeorhizomyces";"Archaeorhizomyces_sp"
"FU02542";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"unclassified_Dermateaceae";"unclassified_Dermateaceae"
"FU02543";"Fungi";"Ascomycota";"Dothideomycetes";"Acrospermales";"Acrospermales_fam_Incertae_sedis";"Leptodiscella";"Leptodiscella_sp"
"FU02544";"Fungi";"Ascomycota";"Leotiomycetes";"Erysiphales";"Erysiphaceae";"Podosphaera";"unclassified"
"FU02545";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU02546";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Acremonium";"Acremonium_alternatum"
"FU02547";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02548";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02549";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Articulospora";"unclassified"
"FU02550";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU02551";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU02552";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02553";"Fungi";"Ascomycota";"Sordariomycetes";"Lulworthiales";"Lulworthiaceae";"Moleospora";"Moleospora_sp"
"FU02554";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02555";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Steccherinaceae";"Junghuhnia";"Junghuhnia_lacera"
"FU02556";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Biatriosporaceae";"Biatriospora";"Biatriospora_mackinnonii"
"FU02557";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU02558";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_bonariae"
"FU02559";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma_sericeum"
"FU02560";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02561";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiostomataceae";"Lophiostoma";"Lophiostoma_sp"
"FU02562";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02563";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU02564";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Chaetomium";"Chaetomium_acropullum"
"FU02565";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Sclerodermataceae";"Scleroderma";"Scleroderma_citrinum"
"FU02566";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02567";"Fungi";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Ramalinaceae";"Bacidia";"Bacidia_sp"
"FU02568";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Kuehneromyces";"Kuehneromyces_sp"
"FU02569";"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia";"Naganishia_randhawae"
"FU02570";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Stachybotrys";"Stachybotrys_sp"
"FU02571";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"unclassified_Cordycipitaceae";"unclassified_Cordycipitaceae"
"FU02572";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU02573";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02574";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"unclassified"
"FU02575";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_equina"
"FU02576";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Thanatephorus";"Thanatephorus_cucumeris"
"FU02577";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU02578";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Neosetophoma";"Neosetophoma_samararum"
"FU02579";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02580";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02581";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Gamsylella";"Gamsylella_sp"
"FU02582";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02583";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02584";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Anthostoma";"Anthostoma_sp"
"FU02585";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"unclassified_Microascales";"unclassified_Microascales";"unclassified_Microascales"
"FU02586";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma_sp"
"FU02587";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_equina"
"FU02588";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Tremellaceae";"Cryptococcus";"Cryptococcus_sp"
"FU02589";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02590";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02591";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";"Cyberlindnera_jadinii"
"FU02592";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02593";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Tetracladium";"Tetracladium_sp"
"FU02594";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"unclassified_Nectriaceae";"unclassified_Nectriaceae"
"FU02595";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"unclassified_Didymellaceae";"unclassified_Didymellaceae"
"FU02596";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"unclassified"
"FU02597";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Plenodomus";"Plenodomus_biglobosus"
"FU02598";"Fungi";"Glomeromycota";"Glomeromycetes";"Diversisporales";"Diversisporaceae";"unclassified_Diversisporaceae";"unclassified_Diversisporaceae"
"FU02599";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02600";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Articulospora";"unclassified"
"FU02601";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU02602";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"unclassified_Hypocreales_fam_Incertae_sedis";"unclassified_Hypocreales_fam_Incertae_sedis"
"FU02603";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU02604";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"unclassified"
"FU02605";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU02606";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU02607";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Capronia";"Capronia_sp"
"FU02608";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_ambigua"
"FU02609";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
