group;kingdom;phylum;class;order;family;genus;species
ASV02701;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(99);Chaetomium(89);Chaetomium_murorum(83)
ASV02702;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02703;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(63);unclassified;unclassified
ASV02704;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascaceae(100);unclassified;unclassified
ASV02705;Fungi(99);Ascomycota(81);Dothideomycetes(70);Pleosporales(69);unclassified;unclassified;unclassified
ASV02706;Fungi(100);Ascomycota(99);Eurotiomycetes(89);Chaetothyriales(73);unclassified;unclassified;unclassified
ASV02707;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02708;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02709;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02710;Fungi(100);Glomeromycota(97);Glomeromycetes(97);Diversisporales(97);Diversisporaceae(97);unclassified;unclassified
ASV02711;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02712;Fungi(100);Ascomycota(81);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02713;Fungi(100);Basidiomycota(100);Tremellomycetes(99);Tremellales(99);Tremellaceae(93);Tremella(93);Tremella_sp(93)
ASV02714;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02715;Fungi(100);Mortierellomycota(88);Mortierellomycetes(88);Mortierellales(88);unclassified_Mortierellales(88);unclassified_Mortierellales(88);Mortierellales_sp(88)
ASV02716;Fungi(100);Ascomycota(99);Eurotiomycetes(91);Chaetothyriales(88);Herpotrichiellaceae(78);Exophiala(62);unclassified
ASV02717;Fungi(100);Ascomycota(89);Dothideomycetes(78);Pleosporales(74);Torulaceae(69);Dendryphion(69);unclassified
ASV02718;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(100);unclassified;unclassified
ASV02719;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Piskurozymaceae(100);Solicoccozyma(100);Solicoccozyma_terrea(100)
ASV02720;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02721;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascaceae(100);Microascus(100);Microascus_longirostris(100)
ASV02722;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02723;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Steccherinaceae(100);Ceriporiopsis(100);Ceriporiopsis_gilvescens(100)
ASV02724;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV02725;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02726;Fungi(100);Ascomycota(71);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02727;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(96);Peniophoraceae(96);Peniophora(83);unclassified
ASV02728;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02729;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(99);Mycosphaerella(99);Mycosphaerella_tassiana(99)
ASV02730;Fungi(100);Ascomycota(98);Orbiliomycetes(83);Orbiliales(83);Orbiliaceae(83);Retiarius(83);Retiarius_sp(83)
ASV02731;Fungi(100);Basidiomycota(82);Agaricomycetes(76);unclassified;unclassified;unclassified;unclassified
ASV02732;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Microbotryales(100);Microbotryaceae(100);Microbotryum(99);Microbotryum_holostei(77)
ASV02733;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliaceae(100);Dactylella(100);Dactylella_arnaudii(100)
ASV02734;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02735;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02736;Fungi(100);Ascomycota(100);Sordariomycetes(100);Myrmecridiales(90);Myrmecridiaceae(90);Myrmecridium(90);unclassified
ASV02737;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Sebacinales(100);Serendipitaceae(96);Serendipita(96);Serendipita_sp(96)
ASV02738;Fungi(99);Ascomycota(99);Dothideomycetes(81);Capnodiales(81);unclassified_Capnodiales(60);unclassified_Capnodiales(60);Capnodiales_sp(60)
ASV02739;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Clavicipitaceae(100);Collarina(100);Collarina_aurantiaca(100)
ASV02740;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Scytalidium(100);Scytalidium_lignicola(100)
ASV02741;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02742;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02743;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(98);Nectriaceae(97);unclassified;unclassified
ASV02744;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02745;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified_Ceratobasidiaceae(70);Ceratobasidiaceae_sp(70)
ASV02746;Fungi(98);Basidiomycota(73);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02747;Fungi(100);Olpidiomycota(96);Olpidiomycetes(96);Olpidiales(96);Olpidiaceae(61);Olpidium(61);Olpidium_brassicae(61)
ASV02748;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);Bulleribasidiaceae(100);Vishniacozyma(100);Vishniacozyma_victoriae(96)
ASV02749;Fungi(100);Ascomycota(100);Sordariomycetes(100);Melanosporales(100);Melanosporaceae(97);Melanospora(97);Melanospora_damnosa(97)
ASV02750;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02751;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Cylindrocladiella(100);Cylindrocladiella_pseudocamelliae(100)
ASV02752;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(97);unclassified_Hypocreales(78);unclassified_Hypocreales(78);Hypocreales_sp(78)
ASV02753;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Boletales(100);Serpulaceae(100);Serpula(100);Serpula_himantioides(100)
ASV02754;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Parasola(100);Parasola_sp(62)
ASV02755;Fungi(100);Ascomycota(97);Eurotiomycetes(74);Chaetothyriales(67);unclassified_Chaetothyriales(64);unclassified_Chaetothyriales(64);Chaetothyriales_sp(64)
ASV02756;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02757;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(96);unclassified_Hypocreales(62);unclassified_Hypocreales(62);Hypocreales_sp(62)
ASV02758;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliaceae(100);Dactylella(100);Dactylella_xinjiangensis(100)
ASV02759;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreales_fam_Incertae_sedis(98);Acremonium(98);Acremonium_alternatum(82)
ASV02760;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02761;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(99);unclassified_Strophariaceae(85);Strophariaceae_sp(85)
ASV02762;Fungi(100);Ascomycota(100);Eurotiomycetes(93);Chaetothyriales(85);unclassified_Chaetothyriales(74);unclassified_Chaetothyriales(74);Chaetothyriales_sp(74)
ASV02763;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(98);Phaeosphaeriaceae(97);Chaetosphaeronema(85);Chaetosphaeronema_sp(85)
ASV02764;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Lecanorales(100);Ramalinaceae(100);Bacidina(84);Bacidina_sp(69)
ASV02765;Fungi(100);Ascomycota(99);Dothideomycetes(99);Pleosporales(99);Phaeosphaeriaceae(97);Chaetosphaeronema(70);Chaetosphaeronema_sp(70)
ASV02766;Fungi(100);Ascomycota(100);Dothideomycetes(99);Pleosporales(99);unclassified_Pleosporales(77);unclassified_Pleosporales(77);Pleosporales_sp(77)
ASV02767;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Filobasidium(100);Filobasidium_wieringae(100)
ASV02768;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02769;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02770;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02771;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Stachybotryaceae(100);Paramyrothecium(67);unclassified
ASV02772;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(98);Peniophoraceae(98);Peniophora(92);Peniophora_sp(85)
ASV02773;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Microbotryales(100);Ustilentylomataceae(100);Microbotryozyma(100);Microbotryozyma_sp(100)
ASV02774;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Sporocadaceae(100);unclassified;unclassified
ASV02775;Fungi(100);Basidiomycota(62);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02776;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02777;Fungi(100);Rozellomycota(69);unclassified_Rozellomycota(69);unclassified_Rozellomycota(69);unclassified_Rozellomycota(69);unclassified_Rozellomycota(69);Rozellomycota_sp(69)
ASV02778;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02779;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02780;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Didymella(64);unclassified
ASV02781;Fungi(100);Ascomycota(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02782;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_oligospermum(100)
ASV02783;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02784;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_oligospermum(99)
ASV02785;Fungi(100);Ascomycota(78);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02786;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(98)
ASV02787;unknown;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02788;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Leucosporidiales(100);Leucosporidiaceae(100);Leucosporidium(100);Leucosporidium_intermedium(100)
ASV02789;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02790;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02791;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02792;Fungi(100);Ascomycota(97);Dothideomycetes(89);Pleosporales(89);Periconiaceae(82);unclassified;unclassified
ASV02793;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02794;Fungi(100);Ascomycota(95);Eurotiomycetes(83);Chaetothyriales(74);unclassified;unclassified;unclassified
ASV02795;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02796;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Russulaceae(100);Russula(100);Russula_queletii(100)
ASV02797;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_peltigerae(100)
ASV02798;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02799;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Diatrypaceae(100);Eutypa(100);Eutypa_lata(100)
ASV02800;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02801;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(98);Tetracladium(98);Tetracladium_sp(73)
ASV02802;Fungi(100);Ascomycota(100);Dothideomycetes(100);Dothideomycetes_ord_Incertae_sedis(100);Eremomycetaceae(100);unclassified_Eremomycetaceae(99);Eremomycetaceae_sp(99)
ASV02803;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02804;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Tricholomataceae(100);Lepista(100);Lepista_nuda(100)
ASV02805;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02806;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Hymenogastraceae(98);Hebeloma(98);Hebeloma_mesophaeum(85)
ASV02807;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Sebacinales(100);unclassified_Sebacinales(99);unclassified_Sebacinales(99);Sebacinales_sp(99)
ASV02808;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_sp(100)
ASV02809;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV02810;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Scytalidium(100);Scytalidium_sp(100)
ASV02811;Fungi(100);Ascomycota(100);Eurotiomycetes(85);Chaetothyriales(84);Herpotrichiellaceae(78);Rhinocladiella(73);Rhinocladiella_sp(73)
ASV02812;Fungi(100);Ascomycota(100);Leotiomycetes(100);Thelebolales(100);Pseudeurotiaceae(100);Pseudogymnoascus(94);Pseudogymnoascus_verrucosus(87)
ASV02813;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Aspergillaceae(100);Penicillium(100);Penicillium_brevicompactum(88)
ASV02814;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02815;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreaceae(100);Trichoderma(100);Trichoderma_harzianum(79)
ASV02816;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02817;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02818;Fungi(100);Ascomycota(80);Pezizomycetes(70);Pezizales(70);Pyronemataceae(67);unclassified;unclassified
ASV02819;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);unclassified_Herpotrichiellaceae(70);Herpotrichiellaceae_sp(70)
ASV02820;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Thelephorales(100);Thelephoraceae(100);Tomentella(100);Tomentella_coerulea(99)
ASV02821;Fungi(100);Basidiomycota(79);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02822;Fungi(100);Basidiomycota(64);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02823;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02824;Fungi(100);Ascomycota(98);Eurotiomycetes(60);unclassified;unclassified;unclassified;unclassified
ASV02825;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreaceae(100);Trichoderma(100);Trichoderma_longipilis(72)
ASV02826;Fungi(100);Ascomycota(100);Sordariomycetes(100);Pleurotheciales(100);Pleurotheciaceae(100);Phaeoisaria(100);Phaeoisaria_clematidis(89)
ASV02827;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Ophiocordycipitaceae(100);Purpureocillium(100);Purpureocillium_lilacinum(100)
ASV02828;Fungi(100);Basidiomycota(100);Agaricomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV02829;Fungi(100);Ascomycota(100);Sordariomycetes(100);Togniniales(100);Togniniaceae(100);Phaeoacremonium(100);unclassified
ASV02830;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascaceae(100);Scopulariopsis(96);Scopulariopsis_brumptii(96)
ASV02831;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02832;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Ophiocordycipitaceae(63);Tolypocladium(63);unclassified
ASV02833;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Entolomataceae(100);Entoloma(100);Entoloma_juncinum(100)
ASV02834;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Cucurbitariaceae(100);Pyrenochaeta(100);Pyrenochaeta_keratinophila(100)
ASV02835;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(99);Helotiaceae(95);Tetracladium(95);Tetracladium_sp(69)
ASV02836;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Cladophialophora(100);Cladophialophora_chaetospira(100)
ASV02837;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);unclassified;unclassified;unclassified
ASV02838;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Naganishia(100);unclassified
ASV02839;Fungi(100);Ascomycota(99);Eurotiomycetes(97);Chaetothyriales(94);unclassified_Chaetothyriales(87);unclassified_Chaetothyriales(87);Chaetothyriales_sp(87)
ASV02840;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Trechisporales(100);Hydnodontaceae(100);Trechispora(100);Trechispora_sp(100)
ASV02841;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_peltigerae(83)
ASV02842;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Cladophialophora(99);Cladophialophora_sp(92)
ASV02843;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02844;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);unclassified;unclassified
ASV02845;Fungi(100);Glomeromycota(78);Glomeromycetes(78);Glomerales(78);Glomeraceae(77);unclassified;unclassified
ASV02846;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);unclassified;unclassified;unclassified
ASV02847;Fungi(100);Basidiomycota(99);Agaricomycetes(98);Cantharellales(94);Ceratobasidiaceae(94);unclassified_Ceratobasidiaceae(87);Ceratobasidiaceae_sp(87)
ASV02848;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02849;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02850;Fungi(100);Ascomycota(100);Leotiomycetes(100);Erysiphales(100);Erysiphaceae(100);Blumeria(100);Blumeria_graminis(100)
ASV02851;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(95);Microcera(71);unclassified
ASV02852;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02853;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02854;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02855;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Graphiaceae(100);Graphium(100);Graphium_basitruncatum(64)
