group;kingdom;phylum;class;order;family;genus;species
ASV02486;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02487;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Aspergillaceae(100);Aspergillus(100);Aspergillus_intermedius(97)
ASV02488;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02489;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02490;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02491;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02492;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(82);Lasiosphaeriaceae(79);Cladorrhinum(78);Cladorrhinum_foecundissimum(78)
ASV02493;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);Trimorphomycetaceae(100);Saitozyma(100);Saitozyma_podzolica(100)
ASV02494;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(99);Entolomataceae(87);Entoloma(82);unclassified
ASV02495;Fungi(100);Rozellomycota(66);unclassified_Rozellomycota(64);unclassified_Rozellomycota(64);unclassified_Rozellomycota(64);unclassified_Rozellomycota(64);Rozellomycota_sp(64)
ASV02496;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_borchii(100)
ASV02497;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified;unclassified
ASV02498;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Gibberella(77);unclassified
ASV02499;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Cladosporiaceae(92);Cladosporium(92);unclassified
ASV02500;Fungi(100);Basidiomycota(60);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02501;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Sporidiobolales(100);Sporidiobolaceae(100);Sporobolomyces(100);Sporobolomyces_salicinus(100)
ASV02502;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Extremaceae(100);Vermiconia(100);Vermiconia_calcicola(81)
ASV02503;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02504;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02505;Fungi(100);Glomeromycota(88);Glomeromycetes(88);Glomerales(88);Glomeraceae(88);unclassified;unclassified
ASV02506;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02507;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02508;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);unclassified
ASV02509;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);unclassified;unclassified;unclassified
ASV02510;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02511;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02512;Fungi(100);Ascomycota(99);Dothideomycetes(97);Pleosporales(97);Fenestellaceae(71);Fenestella(71);Fenestella_ostryae(71)
ASV02513;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Paraphoma(99);Paraphoma_fimeti(99)
ASV02514;Fungi(100);Ascomycota(100);Sordariomycetes(100);Diaporthales(100);unclassified;unclassified;unclassified
ASV02515;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02516;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(95);Cordycipitaceae(94);Lecanicillium(92);Lecanicillium_sp(68)
ASV02517;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(82);Tetracladium(82);Tetracladium_marchalianum(74)
ASV02518;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02519;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02520;Fungi(100);Ascomycota(100);Leotiomycetes(99);Thelebolales(99);Pseudeurotiaceae(99);unclassified_Pseudeurotiaceae(99);Pseudeurotiaceae_sp(99)
ASV02521;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);Nectriaceae(97);unclassified;unclassified
ASV02522;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02523;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Lasiosphaeriaceae(100);unclassified_Lasiosphaeriaceae(99);Lasiosphaeriaceae_sp(99)
ASV02524;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Russulaceae(100);Lactarius(100);unclassified
ASV02525;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(95);Phaeosphaeria(94);Phaeosphaeria_sp(94)
ASV02526;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02527;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(97);Microcera(82);unclassified
ASV02528;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02529;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02530;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02531;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02532;Fungi(100);Ascomycota(74);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02533;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02534;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Dermateaceae(97);Neofabraea(95);unclassified
ASV02535;Fungi(100);Ascomycota(100);Dothideomycetes(99);Capnodiales(99);Capnodiales_fam_Incertae_sedis(63);Arthrocatena(63);Arthrocatena_tenebrio(63)
ASV02536;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(100);Lachnum(100);Lachnum_virgineum(99)
ASV02537;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(97);unclassified;unclassified
ASV02538;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_oligospermum(99)
ASV02539;Fungi(100);Ascomycota(100);Leotiomycetes(95);Helotiales(95);Helotiales_fam_Incertae_sedis(95);Cadophora(82);Cadophora_orchidicola(69)
ASV02540;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(99);Cantharellales_fam_Incertae_sedis(66);Sistotrema(65);Sistotrema_sernanderi(63)
ASV02541;Fungi(100);Ascomycota(100);Archaeorhizomycetes(98);Archaeorhizomycetales(98);Archaeorhizomycetaceae(98);Archaeorhizomyces(98);Archaeorhizomyces_sp(98)
ASV02542;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Dermateaceae(100);unclassified;unclassified
ASV02543;Fungi(100);Ascomycota(100);Dothideomycetes(100);Acrospermales(100);Acrospermales_fam_Incertae_sedis(100);Leptodiscella(100);Leptodiscella_sp(100)
ASV02544;Fungi(100);Ascomycota(100);Leotiomycetes(100);Erysiphales(100);Erysiphaceae(100);Podosphaera(100);unclassified
ASV02545;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Hymenogastraceae(86);Hebeloma(86);unclassified
ASV02546;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreales_fam_Incertae_sedis(100);Acremonium(100);Acremonium_alternatum(99)
ASV02547;Fungi(83);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02548;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02549;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(70);Helotiaceae(66);Articulospora(63);unclassified
ASV02550;Fungi(99);Basidiomycota(64);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02551;Fungi(100);Basidiomycota(85);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02552;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02553;Fungi(100);Ascomycota(100);Sordariomycetes(100);Lulworthiales(99);Lulworthiaceae(99);Moleospora(99);Moleospora_sp(99)
ASV02554;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02555;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Steccherinaceae(100);Junghuhnia(100);Junghuhnia_lacera(100)
ASV02556;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Biatriosporaceae(68);Biatriospora(68);Biatriospora_mackinnonii(64)
ASV02557;Fungi(99);Ascomycota(84);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02558;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_bonariae(73)
ASV02559;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Entolomataceae(100);Entoloma(100);Entoloma_sericeum(100)
ASV02560;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02561;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lophiostomataceae(85);Lophiostoma(85);Lophiostoma_sp(77)
ASV02562;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02563;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Lasiosphaeriaceae(100);unclassified;unclassified
ASV02564;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(100);Chaetomium(82);Chaetomium_acropullum(82)
ASV02565;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Boletales(100);Sclerodermataceae(100);Scleroderma(100);Scleroderma_citrinum(100)
ASV02566;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02567;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Lecanorales(100);Ramalinaceae(100);Bacidia(100);Bacidia_chloroticula(100)
ASV02568;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(100);Kuehneromyces(100);Kuehneromyces_mutabilis(100)
ASV02569;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Naganishia(100);Naganishia_randhawae(83)
ASV02570;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Stachybotryaceae(100);Stachybotrys(100);Stachybotrys_chartarum(97)
ASV02571;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);Cordycipitaceae(95);unclassified;unclassified
ASV02572;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Hymenogastraceae(100);Hebeloma(100);unclassified
ASV02573;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02574;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(99);Peniophoraceae(99);Peniophora(99);unclassified
ASV02575;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_equina(99)
ASV02576;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(65);Thanatephorus_cucumeris(65)
ASV02577;Fungi(100);Ascomycota(93);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02578;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(98);Neosetophoma(85);Neosetophoma_samararum(85)
ASV02579;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02580;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02581;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliaceae(100);Gamsylella(79);Gamsylella_gephyropaga(79)
ASV02582;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02583;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02584;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Diatrypaceae(100);Anthostoma(100);Anthostoma_gastrinum(100)
ASV02585;Fungi(100);Ascomycota(99);Sordariomycetes(94);Microascales(85);unclassified_Microascales(75);unclassified_Microascales(75);Microascales_sp(75)
ASV02586;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Paraphoma(100);Paraphoma_sp(99)
ASV02587;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_equina(88)
ASV02588;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);Tremellaceae(100);Cryptococcus(100);Cryptococcus_uniguttulatus(100)
ASV02589;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02590;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02591;Fungi(100);Ascomycota(100);Saccharomycetes(100);Saccharomycetales(100);Phaffomycetaceae(100);Cyberlindnera(100);Cyberlindnera_jadinii(100)
ASV02592;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02593;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(63);Tetracladium(63);Tetracladium_sp(63)
ASV02594;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(94);unclassified_Nectriaceae(85);Nectriaceae_sp(85)
ASV02595;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(96);unclassified;unclassified
ASV02596;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Sporormiaceae(100);Preussia(76);unclassified
ASV02597;Fungi(100);Ascomycota(97);Dothideomycetes(92);Pleosporales(89);Leptosphaeriaceae(81);Plenodomus(80);Plenodomus_biglobosus(78)
ASV02598;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Diversisporales(100);Diversisporaceae(100);unclassified;unclassified
ASV02599;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02600;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(99);Articulospora(99);unclassified
ASV02601;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02602;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreales_fam_Incertae_sedis(60);unclassified;unclassified
ASV02603;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Hymenogastraceae(87);Hebeloma(87);unclassified
ASV02604;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);unclassified
ASV02605;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(99);unclassified;unclassified;unclassified
ASV02606;Fungi(100);Basidiomycota(68);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02607;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Capronia(61);Capronia_sp(61)
ASV02608;Fungi(100);Mortierellomycota(99);Mortierellomycetes(99);Mortierellales(99);Mortierellaceae(99);Mortierella(99);Mortierella_ambigua(86)
ASV02609;Fungi(100);Rozellomycota(66);unclassified_Rozellomycota(63);unclassified_Rozellomycota(63);unclassified_Rozellomycota(63);unclassified_Rozellomycota(63);Rozellomycota_sp(63)
ASV02610;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02611;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02612;Fungi(100);Ascomycota(100);Eurotiomycetes(91);Chaetothyriales(85);unclassified_Chaetothyriales(82);unclassified_Chaetothyriales(82);Chaetothyriales_sp(82)
ASV02613;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02614;Fungi(100);Ascomycota(100);Sordariomycetes(100);Chaetosphaeriales(100);Chaetosphaeriaceae(100);Menispora(79);Menispora_ciliata(78)
ASV02615;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Plectosphaerella(100);Plectosphaerella_cucumerina(99)
ASV02616;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02617;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02618;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Thyridariaceae(98);unclassified_Thyridariaceae(81);Thyridariaceae_sp(81)
ASV02619;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Thelephorales(100);Thelephoraceae(100);unclassified;unclassified
ASV02620;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02621;Fungi(100);Basidiomycota(65);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02622;Fungi(100);Ascomycota(100);Eurotiomycetes(96);Chaetothyriales(96);Trichomeriaceae(83);Knufia(70);unclassified
ASV02623;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Podoscyphaceae(100);Hypochnicium(100);Hypochnicium_geogenium(100)
ASV02624;Fungi(100);Ascomycota(91);Pezizomycetes(80);Pezizales(80);Pyronemataceae(77);Pulvinula(72);Pulvinula_sp(62)
ASV02625;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02626;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Nectriaceae(98);Volutella(96);Volutella_sp(90)
ASV02627;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Fusarium(68);unclassified
ASV02628;Fungi(100);Basidiomycota(98);Agaricomycetes(96);Cantharellales(93);Ceratobasidiaceae(93);unclassified_Ceratobasidiaceae(90);Ceratobasidiaceae_sp(90)
ASV02629;Fungi(100);Ascomycota(100);Eurotiomycetes(97);Chaetothyriales(97);Trichomeriaceae(96);Knufia(95);unclassified
ASV02630;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Steccherinaceae(100);Steccherinum(100);Steccherinum_fimbriatum(100)
ASV02631;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariaceae(100);Nemania(99);Nemania_sp(86)
ASV02632;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02633;Fungi(100);Ascomycota(100);Sordariomycetes(95);Coniochaetales(86);unclassified;unclassified;unclassified
ASV02634;Fungi(100);Ascomycota(100);Eurotiomycetes(93);Chaetothyriales(93);Herpotrichiellaceae(87);Rhinocladiella(87);Rhinocladiella_sp(87)
ASV02635;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Russulaceae(100);Russula(100);Russula_densifolia(100)
ASV02636;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Trechisporales(100);Hydnodontaceae(100);Luellia(100);Luellia_recondita(99)
ASV02637;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV02638;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Cyphellophoraceae(100);Cyphellophora(100);Cyphellophora_vermispora(100)
ASV02639;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(97);Fusicolla(68);unclassified
ASV02640;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02641;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02642;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Aspergillaceae(100);Aspergillus(100);Aspergillus_bicolor(95)
ASV02643;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Nectriaceae(98);unclassified_Nectriaceae(62);Nectriaceae_sp(62)
ASV02644;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02645;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);unclassified
ASV02646;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02647;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(100);Pholiota(100);Pholiota_adiposa(100)
ASV02648;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);unclassified_Capnodiales(96);unclassified_Capnodiales(96);Capnodiales_sp(96)
ASV02649;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Cystofilobasidiales(100);Cystofilobasidiaceae(100);Cystofilobasidium(100);Cystofilobasidium_capitatum(96)
ASV02650;Fungi(99);Basidiomycota(83);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02651;Fungi(99);Ascomycota(90);Orbiliomycetes(78);Orbiliales(78);Orbiliaceae(75);unclassified_Orbiliaceae(75);Orbiliaceae_sp(75)
ASV02652;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Thelephorales(100);Thelephoraceae(100);Tomentellopsis(100);Tomentellopsis_pulchella(73)
ASV02653;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(99);Olpidium(99);Olpidium_brassicae(99)
ASV02654;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(100);Lachnum(100);Lachnum_virgineum(85)
ASV02655;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Tricholomataceae(100);Panellus(100);Panellus_serotinus(100)
ASV02656;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_gamsii(84)
ASV02657;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV02658;Fungi(100);Ascomycota(100);Dothideomycetes(99);Pleosporales(99);Thyridariaceae(99);unclassified_Thyridariaceae(77);Thyridariaceae_sp(77)
ASV02659;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02660;Fungi(100);Basidiomycota(63);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02661;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Meruliaceae(100);Mycoacia(100);Mycoacia_uda(100)
ASV02662;Fungi(100);Basidiomycota(100);Cystobasidiomycetes(100);Cystobasidiales(100);Cystobasidiaceae(100);Cystobasidium(100);Cystobasidium_pinicola(96)
ASV02663;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Eurotiales(100);Trichocomaceae(100);Sagenomella(100);Sagenomella_oligospora(100)
ASV02664;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascaceae(100);Scedosporium(100);Scedosporium_prolificans(100)
ASV02665;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02666;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Cortinariaceae(100);Cortinarius(100);unclassified
ASV02667;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Trichosporonales(100);Trichosporonaceae(100);Trichosporon(100);unclassified
ASV02668;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02669;Fungi(100);Glomeromycota(95);Glomeromycetes(95);Glomerales(95);Glomeraceae(95);Glomus(61);unclassified
ASV02670;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(87);Peniophoraceae(87);Peniophora(80);unclassified
ASV02671;Fungi(100);Ascomycota(86);Dothideomycetes(62);unclassified;unclassified;unclassified;unclassified
ASV02672;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Hypocreaceae(100);Trichoderma(100);unclassified
ASV02673;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(99);Tetracladium(99);Tetracladium_sp(95)
ASV02674;Fungi(100);Ascomycota(100);Leotiomycetes(99);Thelebolales(94);Pseudeurotiaceae(94);unclassified_Pseudeurotiaceae(94);Pseudeurotiaceae_sp(94)
ASV02675;Fungi(100);Ascomycota(100);Sordariomycetes(100);Diaporthales(100);Melanconidaceae(61);Prosthecium(61);Prosthecium_acerinum(61)
ASV02676;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02677;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(86);Plectosphaerellaceae(86);unclassified;unclassified
ASV02678;Fungi(100);Ascomycota(100);Eurotiomycetes(99);Chaetothyriales(99);Herpotrichiellaceae(99);Rhinocladiella(99);Rhinocladiella_sp(99)
ASV02679;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02680;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Diatrypaceae(100);Eutypa(99);Eutypa_flavovirens(92)
ASV02681;Fungi(98);Basidiomycota(62);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02682;Fungi(95);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02683;Fungi(100);Ascomycota(95);Eurotiomycetes(84);Chaetothyriales(75);unclassified;unclassified;unclassified
ASV02684;Fungi(100);Ascomycota(86);Sordariomycetes(76);Microascales(76);Halosphaeriaceae(76);Clavatospora(76);Clavatospora_longibrachiata(76)
ASV02685;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV02686;Fungi(100);Ascomycota(98);Dothideomycetes(97);Pleosporales(96);Periconiaceae(93);Periconia(74);unclassified
ASV02687;Fungi(100);Ascomycota(100);Dothideomycetes(100);Dothideomycetes_ord_Incertae_sedis(100);Eremomycetaceae(100);Arthrographis(100);Arthrographis_longispora(91)
ASV02688;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_bonariae(82)
ASV02689;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV02690;Fungi(100);Ascomycota(91);Dothideomycetes(87);Pleosporales(87);Leptosphaeriaceae(77);Plenodomus(77);Plenodomus_biglobosus(77)
ASV02691;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(85);unclassified;unclassified;unclassified
ASV02692;Fungi(100);Ascomycota(99);Eurotiomycetes(86);Chaetothyriales(86);Herpotrichiellaceae(85);Coniosporium(85);unclassified
ASV02693;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(98);Didymellaceae(98);Didymella(88);Didymella_negriana(70)
ASV02694;Fungi(100);Ascomycota(100);Eurotiomycetes(94);Chaetothyriales(93);unclassified;unclassified;unclassified
ASV02695;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Teloschistales(100);Teloschistaceae(100);Flavoplaca(87);Flavoplaca_sp(85)
ASV02696;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Ophiocordycipitaceae(100);Tolypocladium(100);Tolypocladium_sp(84)
ASV02697;Fungi(100);Basidiomycota(72);unclassified;unclassified;unclassified;unclassified;unclassified
ASV02698;Fungi(100);Ascomycota(100);Sordariomycetes(99);Microascales(94);unclassified_Microascales(92);unclassified_Microascales(92);Microascales_sp(92)
ASV02699;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(100);Ramularia(98);unclassified
ASV02700;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(98);unclassified;unclassified;unclassified
